================================================================================
 Задание 4 — Блок 1: перебор гиперпараметров CNN на MNIST
 Устройство: cuda
================================================================================
 train: 8000 | val: 2000 | test: 2000

img: ./MNIST.png

Конфигураций в сетке: 72

  [#16] эпоха   8/20 | train_loss=0.4636 val_loss=0.4659 | train_acc=0.8618 val_acc=0.8625
  [#16] эпоха  10/20 | train_loss=0.3912 val_loss=0.4139 | train_acc=0.8870 val_acc=0.8855
  [#16] эпоха  12/20 | train_loss=0.3376 val_loss=0.3635 | train_acc=0.9049 val_acc=0.9035
  [#16] эпоха  14/20 | train_loss=0.3085 val_loss=0.3400 | train_acc=0.9107 val_acc=0.9090
  [#16] эпоха  16/20 | train_loss=0.2791 val_loss=0.3183 | train_acc=0.9197 val_acc=0.9135
  [#16] эпоха  18/20 | train_loss=0.2584 val_loss=0.2976 | train_acc=0.9276 val_acc=0.9215
  [#16] эпоха  20/20 | train_loss=0.2445 val_loss=0.2982 | train_acc=0.9275 val_acc=0.9200

>>> block=a | channels=(16, 32) | conv(k=5, s=1) | pool(k=2, s=1) | lr=0.001 | params=13,578
  [#17] эпоха   1/20 | train_loss=2.1692 val_loss=1.9591 | train_acc=0.2160 val_acc=0.2885
  [#17] эпоха   2/20 | train_loss=1.8123 val_loss=1.6661 | train_acc=0.3445 val_acc=0.3555
  [#17] эпоха   4/20 | train_loss=1.4180 val_loss=1.3490 | train_acc=0.5162 val_acc=0.5315
  [#17] эпоха   6/20 | train_loss=1.1620 val_loss=1.1000 | train_acc=0.6410 val_acc=0.6900
  [#17] эпоха   8/20 | train_loss=0.9502 val_loss=0.8982 | train_acc=0.7310 val_acc=0.7450
  [#17] эпоха  10/20 | train_loss=0.7725 val_loss=0.7249 | train_acc=0.7890 val_acc=0.8115
  [#17] эпоха  12/20 | train_loss=0.6290 val_loss=0.6085 | train_acc=0.8381 val_acc=0.8390
  [#17] эпоха  14/20 | train_loss=0.5221 val_loss=0.5091 | train_acc=0.8696 val_acc=0.8690
  [#17] эпоха  16/20 | train_loss=0.4491 val_loss=0.4570 | train_acc=0.8809 val_acc=0.8755
  [#17] эпоха  18/20 | train_loss=0.3892 val_loss=0.3815 | train_acc=0.8990 val_acc=0.9035
  [#17] эпоха  20/20 | train_loss=0.3487 val_loss=0.3484 | train_acc=0.9044 val_acc=0.9080

>>> block=a | channels=(16, 32) | conv(k=5, s=1) | pool(k=2, s=2) | lr=0.001 | params=13,578
  [#18] эпоха   1/20 | train_loss=2.1347 val_loss=1.8886 | train_acc=0.2442 val_acc=0.3570
  [#18] эпоха   2/20 | train_loss=1.6983 val_loss=1.4933 | train_acc=0.4278 val_acc=0.4805
  [#18] эпоха   4/20 | train_loss=1.0455 val_loss=0.9174 | train_acc=0.7089 val_acc=0.7480
  [#18] эпоха   6/20 | train_loss=0.6526 val_loss=0.6131 | train_acc=0.8281 val_acc=0.8325
  [#18] эпоха   8/20 | train_loss=0.4734 val_loss=0.4720 | train_acc=0.8730 val_acc=0.8775
  [#18] эпоха  10/20 | train_loss=0.3856 val_loss=0.3944 | train_acc=0.8922 val_acc=0.8890
  [#18] эпоха  12/20 | train_loss=0.3213 val_loss=0.3578 | train_acc=0.9104 val_acc=0.8980
  [#18] эпоха  14/20 | train_loss=0.2802 val_loss=0.2907 | train_acc=0.9221 val_acc=0.9195
  [#18] эпоха  16/20 | train_loss=0.2524 val_loss=0.2870 | train_acc=0.9264 val_acc=0.9105
  [#18] эпоха  18/20 | train_loss=0.2271 val_loss=0.2482 | train_acc=0.9354 val_acc=0.9270
  [#18] эпоха  20/20 | train_loss=0.2039 val_loss=0.2215 | train_acc=0.9426 val_acc=0.9340

>>> block=a | channels=(16, 32) | conv(k=5, s=2) | pool(k=2, s=1) | lr=0.001 | params=13,578
  [#19] эпоха   1/20 | train_loss=2.0720 val_loss=1.7342 | train_acc=0.2879 val_acc=0.4985
  [#19] эпоха   2/20 | train_loss=1.4157 val_loss=1.1122 | train_acc=0.5803 val_acc=0.6955
  [#19] эпоха   4/20 | train_loss=0.6427 val_loss=0.5734 | train_acc=0.8271 val_acc=0.8435
  [#19] эпоха   6/20 | train_loss=0.4043 val_loss=0.4240 | train_acc=0.8888 val_acc=0.8800
  [#19] эпоха   8/20 | train_loss=0.3029 val_loss=0.3235 | train_acc=0.9161 val_acc=0.9120
  [#19] эпоха  10/20 | train_loss=0.2563 val_loss=0.2817 | train_acc=0.9274 val_acc=0.9185
  [#19] эпоха  12/20 | train_loss=0.2166 val_loss=0.2498 | train_acc=0.9373 val_acc=0.9315
  [#19] эпоха  14/20 | train_loss=0.1939 val_loss=0.2204 | train_acc=0.9460 val_acc=0.9390
  [#19] эпоха  16/20 | train_loss=0.1842 val_loss=0.2158 | train_acc=0.9447 val_acc=0.9335
  [#19] эпоха  18/20 | train_loss=0.1648 val_loss=0.2089 | train_acc=0.9503 val_acc=0.9405
  [#19] эпоха  20/20 | train_loss=0.1486 val_loss=0.1749 | train_acc=0.9553 val_acc=0.9470

>>> block=a | channels=(16, 32) | conv(k=5, s=2) | pool(k=2, s=2) | lr=0.001 | params=13,578
  [#20] эпоха   1/20 | train_loss=1.8504 val_loss=1.2197 | train_acc=0.4694 val_acc=0.7290
  [#20] эпоха   2/20 | train_loss=0.8206 val_loss=0.5671 | train_acc=0.7895 val_acc=0.8370
  [#20] эпоха   4/20 | train_loss=0.3350 val_loss=0.3184 | train_acc=0.9079 val_acc=0.9090
  [#20] эпоха   6/20 | train_loss=0.2292 val_loss=0.2527 | train_acc=0.9343 val_acc=0.9265
  [#20] эпоха   8/20 | train_loss=0.1844 val_loss=0.2289 | train_acc=0.9470 val_acc=0.9285
  [#20] эпоха  10/20 | train_loss=0.1545 val_loss=0.1852 | train_acc=0.9555 val_acc=0.9450
  [#20] эпоха  12/20 | train_loss=0.1250 val_loss=0.1805 | train_acc=0.9630 val_acc=0.9500
  [#20] эпоха  14/20 | train_loss=0.1102 val_loss=0.1758 | train_acc=0.9690 val_acc=0.9475
  [#20] эпоха  16/20 | train_loss=0.1004 val_loss=0.1786 | train_acc=0.9695 val_acc=0.9460
  [#20] эпоха  18/20 | train_loss=0.0877 val_loss=0.1725 | train_acc=0.9756 val_acc=0.9460
